official_rebuild_rank,simulated_rank,player_id,player_name,gender,country,country_name,birth_year,official_rebuild_points,official_rebuild_singles_points,official_rebuild_doubles_raw,official_rebuild_doubles_weighted,official_rebuild_singles_count,official_rebuild_doubles_count,simulated_points,simulated_singles_points,simulated_doubles_raw,simulated_doubles_weighted,simulated_singles_results_used,simulated_doubles_results_used,best_singles_1,best_singles_2,best_singles_3,best_singles_4,best_singles_5,best_singles_6,best_doubles_1,best_doubles_2,best_doubles_3,best_doubles_4,best_doubles_5,best_doubles_6,calculated_at
346,346,800621194,Aleksey Petushynskyy,M,UKR,Ukraine,2009,234.25,202,129,32.25,6,6,234.25,202,129,32.25,6,6,60 pts | countable | J60 | WR | J60 Vyshkovo (CLOSED) | 2026-05-04,60 pts | countable | J60 | WR | J60 Vyshkovo (CLOSED) | 2026-04-27,36 pts | countable | J100 | SF | J100 Aizkraukle | 2026-04-13,18 pts | countable | J60 | SF | J60 Warsaw | 2026-01-28,18 pts | countable | J30 | RU | J30 Leszno | 2025-11-24,10 pts | countable | J100 | R16 | J100 Sobota | 2026-05-26,27 pts | countable | J60 | RU | J60 Vyshkovo (CLOSED) | 2026-04-27,27 pts | countable | J100 | SF | J100 Aizkraukle | 2026-04-13,27 pts | countable | J60 | RU | J60 Puszczykowo | 2026-02-10,27 pts | countable | J60 | RU | J60 Vyshkovo (CLOSED) | 2025-09-29,14 pts | countable | J60 | SF | J60 Vyshkovo (CLOSED) | 2026-05-04,7 pts | countable | J60 | QF | J60 Offenbach | 2026-01-14,2026-06-02T20:42:05.233Z
347,347,800625149,Nicolai Eie Worren,M,NOR,Norway,2008,233.75,186,191,47.75,6,6,233.75,186,191,47.75,6,6,60 pts | countable | J200 | QF | J200 Siauliai | 2026-02-17,36 pts | countable | J60 | RU | J60 Ystad | 2026-05-25,30 pts | countable | J30 | WR | J30 Frederiksberg | 2025-08-04,20 pts | countable | J100 | QF | J100 Tallinn | 2026-04-20,20 pts | countable | J100 | QF | J100 Aizkraukle | 2026-04-13,20 pts | countable | J100 | QF | J100 Stavanger | 2025-10-06,105 pts | countable | J200 | RU | J200 Vigo | 2025-09-30,27 pts | countable | J60 | RU | J60 Gjovik | 2026-02-24,15 pts | countable | J100 | QF | J100 Tallinn | 2026-04-20,15 pts | countable | J100 | QF | J100 Hamburg | 2026-03-09,15 pts | countable | J100 | QF | J100 The Hague | 2025-06-18,14 pts | countable | J60 | SF | J60 Rungsted Kyst | 2025-10-13,2026-06-02T20:42:05.233Z
348,348,800708152,Daniel Brink,M,RSA,South Africa,2010,233.5,218,62,15.5,6,6,233.5,218,62,15.5,6,6,60 pts | countable | J60 | WR | J60 Bulawayo | 2025-12-08,36 pts | countable | J60 | RU | J60 Gaborone | 2026-04-13,36 pts | countable | J100 | SF | J100 Bloemfontein | 2026-02-11,36 pts | countable | J60 | RU | J60 Bloemfontein | 2026-02-03,30 pts | countable | J30 | WR | J30 Stellenbosch | 2025-11-17,20 pts | countable | J100 | QF | J100 Potchefstroom | 2026-02-23,27 pts | countable | J60 | RU | J60 Gaborone | 2026-04-13,15 pts | countable | J100 | QF | J100 Bloemfontein | 2026-02-11,14 pts | countable | J60 | SF | J60 Bloemfontein | 2026-02-03,3 pts | countable | J30 | QF | J30 Bulawayo | 2025-12-01,3 pts | countable | J30 | QF | J30 Cuneo | 2025-08-11,0 pts | non_countable | J100 | R16 | J100 Potchefstroom | 2026-03-02,2026-06-02T20:42:05.233Z
349,349,800667545,Filip Hesser,M,SWE,Sweden,2008,233.25,190,173,43.25,6,6,233.25,190,173,43.25,6,6,60 pts | countable | J200 | QF | J200 Oslo | 2025-11-24,36 pts | countable | J60 | RU | J60 Gjovik | 2026-02-24,36 pts | countable | J100 | SF | J100 The Hague | 2026-02-17,20 pts | countable | J100 | QF | J100 Sobota | 2026-05-26,20 pts | countable | J100 | QF | J100 Budapest | 2026-05-12,18 pts | countable | J60 | SF | J60 Tallinn | 2025-11-17,75 pts | countable | J100 | WR | J100 Hanko | 2026-03-30,27 pts | countable | J100 | SF | J100 Hamburg | 2026-03-09,27 pts | countable | J100 | SF | J100 Bromma | 2025-12-31,15 pts | countable | J100 | QF | J100 The Hague | 2026-02-17,15 pts | countable | J100 | QF | J100 Stavanger | 2025-10-06,14 pts | non_countable | J60 | SF | J60 Gjovik | 2026-02-24,2026-06-02T20:42:05.233Z
350,350,800720296,Matthew Shapiro,M,USA,USA,2008,232,190,168,42,6,6,232,190,168,42,6,6,60 pts | countable | J100 | RU | J100 Rome | 2025-10-20,36 pts | countable | J100 | SF | J100 Punta Cana | 2026-05-11,36 pts | countable | J200 | R16 | J200 Astana | 2025-09-01,20 pts | countable | J100 | QF | J100 Punta Cana | 2026-05-18,20 pts | countable | J100 | QF | J100 Chestertown | 2025-08-11,18 pts | countable | J200 | R32 | J200 Corpus Christi | 2025-09-29,45 pts | countable | J300 | R16 | J300 Astana | 2025-09-08,27 pts | countable | J100 | SF | J100 Punta Cana | 2026-05-11,27 pts | countable | J60 | RU | J60 Boca Raton | 2025-10-27,27 pts | countable | J200 | R16 | J200 Corpus Christi | 2025-09-29,27 pts | countable | J100 | SF | J100 Prague | 2025-06-30,15 pts | non_countable | J100 | QF | J100 Zapopan | 2025-11-10,2026-06-02T20:42:05.233Z
350,350,800660210,Rodolfo Federico De Andreis,M,VEN,Venezuela,2009,232,166,264,66,6,6,232,166,264,66,6,6,60 pts | countable | J300 | R16 | J300 Asuncion (Junior Pan American Games) | 2025-08-11,36 pts | countable | J60 | RU | J60 Pereira | 2025-11-17,30 pts | countable | J300 | R32 | J300 Santa Cruz (South America Regional Championships) | 2026-02-23,20 pts | countable | J100 | QF | J100 Lousada | 2026-05-18,10 pts | countable | J100 | R16 | J100 Lousada | 2026-05-11,10 pts | countable | J60 | QF | J60 Itajaí | 2025-10-27,75 pts | countable | J300 | QF | J300 Asuncion (Junior Pan American Games) | 2025-08-11,45 pts | countable | J60 | WR | J60 Tarragona | 2026-05-05,45 pts | countable | J300 | R16 | J300 Santa Cruz (South America Regional Championships) | 2026-02-23,45 pts | countable | J60 | WR | J60 Itajaí | 2025-10-27,27 pts | countable | J100 | SF | J100 Manacor | 2026-02-02,27 pts | countable | J60 | RU | J60 Lambare | 2025-07-21,2026-06-02T20:42:05.233Z
352,352,800700749,Cristobal Plasencia Robles,M,MEX,Mexico,2009,231.75,193,155,38.75,6,6,231.75,193,155,38.75,6,6,45 pts | countable | J500 | R32 | J500 Merida | 2025-11-24,36 pts | countable | J100 | SF | J100 Punta Cana | 2026-05-11,36 pts | countable | J100 | SF | J100 Lima | 2026-05-04,36 pts | countable | J200 | R16 | J200 Punta Cana | 2026-02-16,20 pts | non_countable | J100 | QF | J100 Punta Cana | 2026-05-18,20 pts | countable | J100 | QF | J100 Mendoza | 2026-03-23,45 pts | countable | J100 | RU | J100 Lima | 2026-05-04,27 pts | countable | J60 | RU | J60 Zapopan | 2026-02-09,27 pts | countable | J100 | SF | J100 Metepec | 2025-09-29,27 pts | countable | J100 | SF | J100 Metepec | 2025-09-22,15 pts | countable | J100 | QF | J100 Punta Cana | 2026-05-18,14 pts | countable | J60 | SF | J60 Lima | 2026-04-27,2026-06-02T20:42:05.233Z
353,353,800622304,Iaroslav Klishin,M,RUS,Russia,2009,231,150,324,81,6,6,231,150,324,81,6,6,36 pts | countable | J100 | SF | J100 Dubai | 2026-01-12,36 pts | countable | J200 | R16 | J200 Pretoria | 2025-09-08,20 pts | countable | J100 | QF | J100 Dubai | 2026-01-19,20 pts | countable | J100 | QF | J100 Dakahlia | 2025-08-11,20 pts | countable | J100 | QF | J100 Cairo | 2025-08-04,18 pts | countable | J60 | SF | J60 Cholpon-Ata | 2025-06-02,105 pts | countable | J200 | RU | J200 Fergana | 2025-10-06,105 pts | countable | J200 | RU | J200 Pretoria | 2025-09-08,45 pts | countable | J200 | QF | J200 Pretoria | 2025-09-15,27 pts | countable | J100 | SF | J100 Cairo | 2025-08-04,27 pts | countable | J60 | RU | J60 Cholpon-Ata | 2025-06-02,15 pts | non_countable | J100 | QF | J100 Dubai | 2026-01-12,2026-06-02T20:42:05.233Z
354,354,800713998,felipe gonzalez,M,ARG,Argentina,2008,230.75,185,183,45.75,6,6,230.75,185,183,45.75,6,6,100 pts | countable | J100 | WR | J100 Mendoza | 2026-03-23,30 pts | countable | J30 | WR | J30 Buenos Aires | 2026-05-25,18 pts | countable | J200 | R32 | J200 La Paz | 2025-11-10,18 pts | countable | J200 | R32 | J200 Santa Cruz | 2025-11-03,10 pts | countable | J60 | QF | J60 Punta del Este | 2025-09-08,9 pts | countable | J30 | SF | J30 Punta del Este | 2025-09-15,75 pts | countable | J200 | SF | J200 Asuncion | 2026-03-30,27 pts | countable | J200 | R16 | J200 La Paz | 2025-11-10,27 pts | countable | J200 | R16 | J200 Santa Cruz | 2025-11-03,25 pts | countable | J30 | WR | J30 Buenos Aires | 2026-05-25,15 pts | countable | J100 | QF | J100 Mendoza | 2026-03-23,14 pts | countable | J60 | SF | J60 Punta del Este | 2025-09-08,2026-06-02T20:42:05.233Z
355,355,800660842,Jost Pecovnik,M,SLO,Slovenia,2008,229,154,300,75,6,6,229,154,300,75,6,6,60 pts | countable | J60 | WR | J60 Siroki Brijeg | 2026-02-09,30 pts | countable | J30 | WR | J30 Msaken | 2025-11-04,18 pts | countable | J60 | SF | J60 Siroki Brijeg | 2026-02-16,18 pts | countable | J60 | SF | J60 Maribor | 2025-11-17,18 pts | countable | J60 | SF | J60 Maribor | 2025-08-11,10 pts | non_countable | J60 | QF | J60 Hammam Sousse | 2025-10-28,75 pts | countable | J200 | SF | J200 St. Poelten | 2026-05-05,45 pts | countable | J200 | QF | J200 Villach | 2026-04-27,45 pts | countable | J200 | QF | J200 Piestany | 2026-04-14,45 pts | non_countable | J60 | WR | J60 Oberpullendorf | 2026-01-20,45 pts | countable | J60 | WR | J60 Hammam Sousse | 2025-10-28,45 pts | countable | J60 | WR | J60 Domzale | 2025-08-25,2026-06-02T20:42:05.233Z
